time,location,name,rank
2015-02-22T21:08:54Z,Albuquerque,#TheTitleOfMySexTape,1
2015-02-22T21:08:54Z,Albuquerque,#DontDateSJWs,2
2015-02-22T21:08:54Z,Albuquerque,#CasparLeeLive,3
2015-02-22T21:08:31Z,Atlanta,#Daytona500,1
2015-02-22T21:08:31Z,Atlanta,Waffle House,2
2015-02-22T21:08:31Z,Atlanta,Vic Beasley,3
2015-02-22T21:08:37Z,Austin,#LetsPlayLive,1
2015-02-22T21:08:37Z,Austin,Spurs,2
2015-02-22T21:08:37Z,Austin,SXSW,3
2015-02-22T21:08:33Z,Baltimore,#CapsFlyers,1
2015-02-22T21:08:33Z,Baltimore,Towson,2
2015-02-22T21:08:33Z,Baltimore,Walmart,3
2015-02-22T21:08:39Z,Baton Rouge,Waffle House,1
2015-02-22T21:08:39Z,Baton Rouge,Walmart,2
2015-02-22T21:08:39Z,Baton Rouge,Jarell Martin,3
2015-02-22T21:04:22Z,Birmingham,#BamaHoops,1
2015-02-22T21:04:22Z,Birmingham,Waffle House,2
2015-02-22T21:04:22Z,Birmingham,Tuscaloosa,3
2015-02-22T21:04:21Z,Boston,#Daytona500,1
2015-02-22T21:04:21Z,Boston,#JACOBMERCHAF,2
2015-02-22T21:04:21Z,Boston,Bruins,3
2015-02-22T21:08:33Z,Charlotte,#Daytona500,1
2015-02-22T21:08:33Z,Charlotte,#NASCAR,2
2015-02-22T21:08:33Z,Charlotte,SAFER,3
2015-02-22T21:04:21Z,Chicago,#Daytona500,1
2015-02-22T21:04:21Z,Chicago,#HockeyDayInAmerica,2
2015-02-22T21:04:21Z,Chicago,#CasparLeeLive,3
2015-02-22T21:04:22Z,Cincinnati,#Daytona500,1
2015-02-22T21:04:22Z,Cincinnati,#HonestHour,2
2015-02-22T21:04:22Z,Cincinnati,Waffle House,3
2015-02-22T21:04:22Z,Cleveland,The Knicks,1
2015-02-22T21:04:22Z,Cleveland,Daytona 500,2
2015-02-22T21:04:22Z,Cleveland,JR Smith,3
2015-02-22T21:04:27Z,Colorado Springs,#CasparLeeLive,1
2015-02-22T21:04:27Z,Colorado Springs,#DontDateSJWs,2
2015-02-22T21:04:27Z,Colorado Springs,#TheTitleOfMySexTape,3
2015-02-22T21:04:22Z,Columbus,Amir Williams,1
2015-02-22T21:04:22Z,Columbus,#Daytona500,2
2015-02-22T21:04:22Z,Columbus,Thad,3
2015-02-22T21:08:31Z,Dallas-Ft. Worth,#Daytona500,1
2015-02-22T21:08:31Z,Dallas-Ft. Worth,Tarzan,2
2015-02-22T21:08:31Z,Dallas-Ft. Worth,Waffle House,3
2015-02-22T21:08:31Z,Denver,#Daytona500,1
2015-02-22T21:08:31Z,Denver,#NASCAR,2
2015-02-22T21:08:31Z,Denver,#cowx,3
2015-02-22T21:08:31Z,Detroit,#BeatOhio,1
2015-02-22T21:08:31Z,Detroit,#Daytona500,2
2015-02-22T21:08:31Z,Detroit,#GoBlue,3
2015-02-22T21:04:27Z,El Paso,UTSA,1
2015-02-22T21:04:27Z,El Paso,Taking Back Sunday,2
2015-02-22T21:04:27Z,El Paso,Selena,3
2015-02-22T21:08:33Z,Harrisburg,Rinaldo,1
2015-02-22T21:08:33Z,Harrisburg,THON,2
2015-02-22T21:08:33Z,Harrisburg,Xbox,3
2015-02-22T21:04:23Z,Honolulu,UC Davis,1
2015-02-22T21:04:23Z,Honolulu,Worth It,2
2015-02-22T21:04:23Z,Honolulu,Walmart,3
2015-02-22T21:04:21Z,Houston,The Duff,1
2015-02-22T21:04:21Z,Houston,Sunday Funday,2
2015-02-22T21:04:21Z,Houston,Waffle House,3
2015-02-22T21:04:22Z,Indianapolis,#Daytona500,1
2015-02-22T21:04:22Z,Indianapolis,Xbox,2
2015-02-22T21:04:22Z,Indianapolis,Xavier,3
2015-02-22T21:08:38Z,Jackson,Waffle House,1
2015-02-22T21:08:38Z,Jackson,Scandal,2
2015-02-22T21:08:38Z,Jackson,The Duff,3
2015-02-22T21:04:26Z,Jacksonville,Winston,1
2015-02-22T21:04:26Z,Jacksonville,The Duff,2
2015-02-22T21:04:26Z,Jacksonville,Waffle House,3
2015-02-22T21:04:27Z,Kansas City,#Daytona500,1
2015-02-22T21:04:27Z,Kansas City,Walmart,2
2015-02-22T21:04:27Z,Kansas City,Xbox,3
2015-02-22T21:08:35Z,Las Vegas,#Daytona500,1
2015-02-22T21:08:35Z,Las Vegas,The DUFF,2
2015-02-22T21:08:35Z,Las Vegas,#MayweatherPacquiao,3
2015-02-22T21:04:21Z,Los Angeles,#TheTitleOfMySexTape,1
2015-02-22T21:04:21Z,Los Angeles,#CasparLeeLive,2
2015-02-22T21:04:21Z,Los Angeles,#Oscars2015,3
2015-02-22T21:08:34Z,Louisville,Chris Jones,1
2015-02-22T21:08:34Z,Louisville,Auburn,2
2015-02-22T21:08:34Z,Louisville,Marcus Lee,3
2015-02-22T21:08:35Z,Memphis,Waffle House,1
2015-02-22T21:08:35Z,Memphis,#BringIt,2
2015-02-22T21:08:35Z,Memphis,Wright State,3
2015-02-22T21:04:27Z,Mesa,#CasparLeeLive,1
2015-02-22T21:04:27Z,Mesa,#DontDateSJWs,2
2015-02-22T21:04:27Z,Mesa,#TheTitleOfMySexTape,3
2015-02-22T21:04:22Z,Miami,Bosh,1
2015-02-22T21:04:22Z,Miami,Venezuela,2
2015-02-22T21:04:22Z,Miami,#HeatNation,3
2015-02-22T21:04:22Z,Milwaukee,#UWMdragshow,1
2015-02-22T21:04:22Z,Milwaukee,#Daytona500,2
2015-02-22T21:04:22Z,Milwaukee,Bucks,3
2015-02-22T21:08:32Z,Minneapolis,#MiracleOnIce,1
2015-02-22T21:08:32Z,Minneapolis,#Daytona500,2
2015-02-22T21:08:32Z,Minneapolis,Travis Scott,3
2015-02-22T21:08:34Z,Nashville,#Daytona500,1
2015-02-22T21:08:34Z,Nashville,Waffle House,2
2015-02-22T21:08:34Z,Nashville,Walmart,3
2015-02-22T21:04:22Z,New Haven,#youngandcrazy,1
2015-02-22T21:04:22Z,New Haven,West Ham,2
2015-02-22T21:04:22Z,New Haven,UConn,3
2015-02-22T21:04:23Z,New Orleans,Waffle House,1
2015-02-22T21:04:23Z,New Orleans,Walmart,2
2015-02-22T21:04:23Z,New Orleans,Xbox,3
2015-02-22T21:04:21Z,New York,#CasparLeeLive,1
2015-02-22T21:04:21Z,New York,Del Zotto,2
2015-02-22T21:04:21Z,New York,#Oscars2015,3
2015-02-22T21:04:22Z,Norfolk,#Daytona500,1
2015-02-22T21:04:22Z,Norfolk,Waffle House,2
2015-02-22T21:04:22Z,Norfolk,Walmart,3
2015-02-22T21:04:27Z,Oklahoma City,#ThunderUp,1
2015-02-22T21:04:27Z,Oklahoma City,The Duff,2
2015-02-22T21:04:27Z,Oklahoma City,Waffle House,3
2015-02-22T21:08:53Z,Omaha,Winston,1
2015-02-22T21:08:53Z,Omaha,The Duff,2
2015-02-22T21:08:53Z,Omaha,Tim Miles,3
2015-02-22T21:08:33Z,Orlando,#Daytona500,1
2015-02-22T21:08:33Z,Orlando,#NASCAR,2
2015-02-22T21:08:33Z,Orlando,Waffle House,3
2015-02-22T21:08:31Z,Philadelphia,#HockeyDayInAmerica,1
2015-02-22T21:08:31Z,Philadelphia,#TheTitleOfMySexTape,2
2015-02-22T21:08:31Z,Philadelphia,#CasparLeeLive,3
2015-02-22T21:04:21Z,Phoenix,#DbacksFanFest,1
2015-02-22T21:04:21Z,Phoenix,The Duff,2
2015-02-22T21:04:21Z,Phoenix,Walmart,3
2015-02-22T21:04:22Z,Pittsburgh,Staal,1
2015-02-22T21:04:22Z,Pittsburgh,#Daytona500,2
2015-02-22T21:04:22Z,Pittsburgh,Rinaldo,3
2015-02-22T21:08:34Z,Portland,West Linn,1
2015-02-22T21:08:34Z,Portland,Toni,2
2015-02-22T21:08:34Z,Portland,The Duff,3
2015-02-22T21:04:23Z,Providence,Bruins,1
2015-02-22T21:04:23Z,Providence,Walmart,2
2015-02-22T21:04:23Z,Providence,The Duff,3
2015-02-22T21:08:35Z,Raleigh,#Daytona500,1
2015-02-22T21:08:35Z,Raleigh,Woody Durham,2
2015-02-22T21:08:35Z,Raleigh,Mickey Bell,3
2015-02-22T21:08:38Z,Richmond,Richmond,1
2015-02-22T21:08:38Z,Richmond,Waffle House,2
2015-02-22T21:08:38Z,Richmond,Winston,3
2015-02-22T21:04:21Z,Sacramento,The Duff,1
2015-02-22T21:04:21Z,Sacramento,Santa Cruz,2
2015-02-22T21:04:21Z,Sacramento,Sharks,3
2015-02-22T21:08:35Z,Salt Lake City,#PORatUTA,1
2015-02-22T21:08:35Z,Salt Lake City,The Duff,2
2015-02-22T21:08:35Z,Salt Lake City,Zags,3
2015-02-22T21:04:21Z,San Antonio,The Duff,1
2015-02-22T21:04:21Z,San Antonio,Spurs,2
2015-02-22T21:04:21Z,San Antonio,Walmart,3
2015-02-22T21:04:22Z,San Diego,The Oscars,1
2015-02-22T21:04:22Z,San Diego,SDCC,2
2015-02-22T21:04:22Z,San Diego,Xbox,3
2015-02-22T21:04:21Z,San Francisco,#IndvsSA,1
2015-02-22T21:04:21Z,San Francisco,#Daytona500,2
2015-02-22T21:04:21Z,San Francisco,#StadiumSeries,3
2015-02-22T21:04:26Z,San Jose,#CasparLeeLive,1
2015-02-22T21:04:26Z,San Jose,#DontDateSJWs,2
2015-02-22T21:04:26Z,San Jose,#TheTitleOfMySexTape,3
2015-02-22T21:08:30Z,Seattle,#Daytona500,1
2015-02-22T21:08:30Z,Seattle,Tacoma,2
2015-02-22T21:08:30Z,Seattle,Walmart,3
2015-02-22T21:08:32Z,St. Louis,#jacobhasacoolep,1
2015-02-22T21:08:32Z,St. Louis,St. Louis,2
2015-02-22T21:08:32Z,St. Louis,Walmart,3
2015-02-22T21:04:23Z,Tallahassee,Winston,1
2015-02-22T21:04:23Z,Tallahassee,Tallahassee,2
2015-02-22T21:04:23Z,Tallahassee,Waffle House,3
2015-02-22T21:04:22Z,Tampa,#JACOBMERCHAF,1
2015-02-22T21:04:22Z,Tampa,#Daytona500,2
2015-02-22T21:04:22Z,Tampa,#NFLCombine,3
2015-02-22T21:08:52Z,Tucson,#TheTitleOfMySexTape,1
2015-02-22T21:08:52Z,Tucson,#DontDateSJWs,2
2015-02-22T21:08:52Z,Tucson,#CasparLeeLive,3
2015-02-22T21:08:52Z,Virginia Beach,#TheTitleOfMySexTape,1
2015-02-22T21:08:52Z,Virginia Beach,#DontDateSJWs,2
2015-02-22T21:08:52Z,Virginia Beach,#CasparLeeLive,3
2015-02-22T21:04:21Z,Washington,Rinaldo,1
2015-02-22T21:04:21Z,Washington,#Daytona500,2
2015-02-22T21:04:21Z,Washington,#CasparLeeLive,3
